match_id,duration,win_team,score_r,score_d,skill,w1,w2,w3,w4,w5,l1,l2,l3,l4,l5
6374243803,2057,1,15,64,,Venomancer,Spirit Breaker,Medusa,Phantom Assassin,Dazzle,Luna,Earth Spirit,Monkey King,Lion,Slark
6374243814,3705,1,46,52,,Pudge,Luna,Shadow Shaman,Lina,Faceless Void,Witch Doctor,Jakiro,Chaos Knight,Abaddon,Zeus
6374243817,1839,1,21,35,,Dark Willow,Marci,Legion Commander,Luna,Pugna,Pudge,Vengeful Spirit,Kunkka,Storm Spirit,Wraith King
6374244301,2217,1,33,43,,Silencer,Shadow Fiend,Axe,Morphling,Jakiro,Pudge,Bounty Hunter,Sniper,Juggernaut,Spirit Breaker
6374244303,2307,0,47,31,,Earthshaker,Spirit Breaker,Warlock,Anti-Mage,Shadow Fiend,Skywrath Mage,Jakiro,Ursa,Nyx Assassin,Lina
6374244304,2107,0,49,31,,Ogre Magi,Marci,Grimstroke,Lion,Faceless Void,Ancient Apparition,Windranger,Venomancer,Juggernaut,Tinker
6374244308,2417,0,44,25,,Undying,Pudge,Mirana,Rubick,Phantom Lancer,Phoenix,Dawnbreaker,Windranger,Disruptor,Drow Ranger
6374244311,3189,0,44,37,,Pangolier,Silencer,Queen of Pain,Shadow Shaman,Juggernaut,Omniknight,Enigma,Kunkka,Windranger,Sven
6374244316,2507,1,30,56,,Rubick,Slark,Necrophos,Clinkz,Pudge,Juggernaut,Shadow Demon,Witch Doctor,Underlord,Zeus
6374244317,1554,0,23,7,,Witch Doctor,Nyx Assassin,Sand King,Wraith King,Queen of Pain,Enigma,Lion,Magnus,Shadow Fiend,Lina
6374244318,2519,0,41,39,,Huskar,Shadow Shaman,Ancient Apparition,Wraith King,Monkey King,Techies,Spirit Breaker,Razor,Tinker,Void Spirit
6374244403,2731,1,52,49,,Ogre Magi,Skywrath Mage,Kunkka,Sniper,Keeper of the Light,Outworld Devourer,Techies,Slardar,Juggernaut,Puck
6374244406,2267,1,29,72,,Ursa,Bounty Hunter,Crystal Maiden,Mars,Lina,Lion,Vengeful Spirit,Razor,Tidehunter,Storm Spirit
6374244409,2389,0,38,38,,Io,Weaver,Axe,Gyrocopter,Silencer,Invoker,Spirit Breaker,Mars,Pugna,Wraith King
6374245101,1979,0,31,19,,Lion,Venomancer,Arc Warden,Viper,Faceless Void,Ogre Magi,Earth Spirit,Phantom Assassin,Undying,Shadow Fiend
6374245112,2094,0,42,20,,Vengeful Spirit,Lich,Razor,Luna,Puck,Marci,Kunkka,Faceless Void,Ogre Magi,Venomancer
6374245114,2272,1,26,46,,Abaddon,Clockwerk,Pudge,Weaver,Mars,Lion,Spirit Breaker,Timbersaw,Ursa,Zeus
6374245209,1015,0,25,9,,Spirit Breaker,Ogre Magi,Tidehunter,Drow Ranger,Templar Assassin,Nyx Assassin,Outworld Devourer,Legion Commander,Witch Doctor,Chaos Knight
6374245217,2362,1,19,48,,Ogre Magi,Keeper of the Light,Sniper,Phantom Assassin,Pudge,Lich,Shadow Shaman,Enigma,Templar Assassin,Viper
6374246110,2655,1,24,37,,Disruptor,Dazzle,Slardar,Drow Ranger,Ursa,Sand King,Hoodwink,Phantom Lancer,Queen of Pain,Rubick
6374246111,2461,1,29,48,,Tinker,Juggernaut,Sven,Clockwerk,Skywrath Mage,Legion Commander,Riki,Phantom Assassin,Razor,Troll Warlord
6374246700,2167,1,20,34,,Pangolier,Lion,Nyx Assassin,Juggernaut,Axe,Pudge,Gyrocopter,Wraith King,Sand King,Necrophos
6374246709,2649,0,49,51,,Shadow Shaman,Bristleback,Drow Ranger,Invoker,Sven,Spirit Breaker,Undying,Witch Doctor,Templar Assassin,Weaver
6374246712,2145,1,33,47,,Ogre Magi,Void Spirit,Legion Commander,Necrophos,Troll Warlord,Chaos Knight,Techies,Witch Doctor,Pudge,Ursa
6374246713,2335,1,38,48,,Mirana,Drow Ranger,Ancient Apparition,Magnus,Faceless Void,Lich,Clockwerk,Bounty Hunter,Storm Spirit,Templar Assassin
6374246714,2227,0,44,31,,Hoodwink,Lich,Lycan,Death Prophet,Anti-Mage,Drow Ranger,Zeus,Silencer,Centaur Warrunner,Kunkka
6374246810,2026,1,37,41,,Queen of Pain,Phantom Assassin,Bristleback,Witch Doctor,Tidehunter,Naga Siren,Broodmother,Drow Ranger,Weaver,Slark
6374246814,3614,0,47,48,,Mirana,Lion,Wraith King,Lina,Tidehunter,Hoodwink,Jakiro,Pudge,Mars,Faceless Void
6374247208,1862,1,32,50,,Marci,Crystal Maiden,Ogre Magi,Phantom Assassin,Sniper,Lion,Snapfire,Tiny,Juggernaut,Outworld Devourer
6374247209,2069,0,44,42,,Skywrath Mage,Warlock,Night Stalker,Vengeful Spirit,Clinkz,Axe,Shadow Shaman,Dark Seer,Necrophos,Ursa
6374247210,2029,1,18,56,,Hoodwink,Brewmaster,Centaur Warrunner,Razor,Ursa,Vengeful Spirit,Spirit Breaker,Drow Ranger,Bristleback,Rubick
6374247217,1803,1,19,37,,Jakiro,Shadow Shaman,Sniper,Legion Commander,Outworld Devourer,Snapfire,Bane,Morphling,Bounty Hunter,Void Spirit
6374247300,2796,0,48,40,,Venomancer,Pudge,Troll Warlord,Spirit Breaker,Huskar,Shadow Shaman,Marci,Sand King,Monkey King,Puck
6374247301,2368,1,41,58,,Disruptor,Clockwerk,Brewmaster,Viper,Slark,Shadow Shaman,Tidehunter,Tinker,Crystal Maiden,Spectre
6374247313,2080,0,42,21,,Techies,Wraith King,Jakiro,Lina,Phantom Assassin,Centaur Warrunner,Grimstroke,Dazzle,Sniper,Lifestealer
6374247315,2447,1,34,40,,Pudge,Snapfire,Huskar,Anti-Mage,Storm Spirit,Omniknight,Lich,Viper,Slardar,Phantom Assassin
6374247900,2435,0,48,31,,Pudge,Earth Spirit,Mirana,Void Spirit,Wraith King,Invoker,Lich,Faceless Void,Marci,Earthshaker
6374247908,2360,0,34,29,,Skywrath Mage,Lina,Jakiro,Legion Commander,Phantom Assassin,Lone Druid,Grimstroke,Silencer,Anti-Mage,Puck
6374247919,2508,1,29,49,,Ancient Apparition,Vengeful Spirit,Juggernaut,Sand King,Void Spirit,Ogre Magi,Disruptor,Underlord,Drow Ranger,Visage
6374248005,2381,1,30,57,,Pudge,Skywrath Mage,Faceless Void,Spirit Breaker,Shadow Fiend,Hoodwink,Weaver,Legion Commander,Ursa,Invoker
6374248009,843,1,3,13,,Spectre,Visage,Phoenix,Chen,Warlock,Ursa,Drow Ranger,Huskar,Nature's Prophet,Crystal Maiden
6374248712,2815,1,36,46,,Outworld Devourer,Dazzle,Witch Doctor,Bristleback,Drow Ranger,Ogre Magi,Crystal Maiden,Phoenix,Wraith King,Puck
6374248713,2587,1,24,34,,Invoker,Troll Warlord,Luna,Razor,Grimstroke,Phantom Assassin,Jakiro,Riki,Lifestealer,Ember Spirit
6374248719,1863,1,20,35,,Hoodwink,Arc Warden,Ancient Apparition,Outworld Devourer,Ursa,Crystal Maiden,Pudge,Sniper,Timbersaw,Puck
6374248805,2795,0,40,34,,Grimstroke,Storm Spirit,Timbersaw,Luna,Shadow Fiend,Pangolier,Queen of Pain,Troll Warlord,Viper,Marci
6374248806,1983,0,53,40,,Jakiro,Void Spirit,Templar Assassin,Magnus,Troll Warlord,Techies,Skywrath Mage,Legion Commander,Storm Spirit,Gyrocopter
6374248818,1735,0,42,12,,Ogre Magi,Treant Protector,Anti-Mage,Centaur Warrunner,Invoker,Phantom Assassin,Pudge,Axe,Slark,Rubick
6374248819,2453,1,32,62,,Marci,Witch Doctor,Juggernaut,Tusk,Necrophos,Pudge,Slardar,Lich,Invoker,Slark
6374249617,1766,0,46,20,,Queen of Pain,Riki,Windranger,Bristleback,Night Stalker,Ogre Magi,Crystal Maiden,Razor,Morphling,Puck
6374249619,2076,1,34,45,,Drow Ranger,Dazzle,Centaur Warrunner,Pudge,Silencer,Jakiro,Weaver,Razor,Lifestealer,Chaos Knight
6374249705,2751,1,21,58,,Faceless Void,Ember Spirit,Winter Wyvern,Centaur Warrunner,Broodmother,Ancient Apparition,Spectre,Shadow Shaman,Ogre Magi,Underlord
6374249719,1791,0,36,11,,Ogre Magi,Vengeful Spirit,Morphling,Mars,Tinker,Treant Protector,Bristleback,Drow Ranger,Tusk,Bloodseeker
6374249803,2111,1,36,45,,Undying,Shadow Shaman,Slark,Axe,Void Spirit,Techies,Lion,Sand King,Anti-Mage,Snapfire
6374249808,2550,1,18,50,,Ogre Magi,Spectre,Clockwerk,Keeper of the Light,Silencer,Morphling,Luna,Viper,Crystal Maiden,Shadow Fiend
6374249809,2343,0,48,56,,Ogre Magi,Spirit Breaker,Timbersaw,Leshrac,Ursa,Phoenix,Shadow Shaman,Slark,Night Stalker,Ember Spirit
6374249818,2050,0,36,24,,Spirit Breaker,Slark,Phoenix,Bristleback,Sniper,Io,Dark Willow,Juggernaut,Lifestealer,Shadow Fiend
6374250514,2402,1,29,53,,Oracle,Night Stalker,Windranger,Huskar,Techies,Silencer,Axe,Mirana,Batrider,Faceless Void
6374250516,3751,0,67,39,,Warlock,Legion Commander,Weaver,Earthshaker,Crystal Maiden,Witch Doctor,Nature's Prophet,Sniper,Timbersaw,Wraith King
6374250605,2505,1,20,50,,Dazzle,Phoenix,Puck,Pangolier,Sven,Ogre Magi,Shadow Demon,Legion Commander,Phantom Lancer,Meepo
6374250607,2232,0,32,18,,Jakiro,Ancient Apparition,Phantom Assassin,Templar Assassin,Windranger,Razor,Vengeful Spirit,Monkey King,Wraith King,Huskar
6374250615,2392,0,51,47,,Pudge,Dark Willow,Invoker,Broodmother,Slark,Jakiro,Chen,Gyrocopter,Venomancer,Batrider
6374250703,3152,1,44,61,,Bounty Hunter,Grimstroke,Axe,Slark,Sniper,Shadow Shaman,Dazzle,Marci,Windranger,Ursa
6374250706,455,0,6,6,,Marci,Earthshaker,Slardar,Treant Protector,Legion Commander,Meepo,Tidehunter,Invoker,Chen,Nature's Prophet
6374251514,3380,1,54,50,,Shadow Shaman,Pudge,Puck,Dragon Knight,Drow Ranger,Hoodwink,Weaver,Abaddon,Ursa,Shadow Fiend
6374251605,2475,0,51,53,,Skywrath Mage,Juggernaut,Axe,Queen of Pain,Warlock,Tusk,Spirit Breaker,Viper,Lion,Ember Spirit
6374251616,1997,0,28,26,,Witch Doctor,Venomancer,Underlord,Storm Spirit,Anti-Mage,Disruptor,Nyx Assassin,Mars,Pugna,Lifestealer
6374251617,2511,1,40,43,,Techies,Crystal Maiden,Bristleback,Invoker,Anti-Mage,Pudge,Tidehunter,Rubick,Spectre,Silencer
6374251711,3148,0,52,44,,Snapfire,Keeper of the Light,Juggernaut,Outworld Devourer,Centaur Warrunner,Pudge,Sniper,Ogre Magi,Silencer,Zeus
6374251714,2106,1,32,55,,Ember Spirit,Earth Spirit,Death Prophet,Earthshaker,Phantom Assassin,Lone Druid,Enigma,Hoodwink,Skywrath Mage,Timbersaw
6374252608,2725,1,29,42,,Weaver,Lich,Ogre Magi,Legion Commander,Storm Spirit,Tiny,Phantom Assassin,Magnus,Sniper,Timbersaw
6374252700,3691,1,45,49,,Drow Ranger,Spirit Breaker,Dark Seer,Bloodseeker,Earthshaker,Pudge,Ogre Magi,Death Prophet,Shadow Demon,Slark
6374252702,2001,0,42,28,,Earth Spirit,Centaur Warrunner,Bounty Hunter,Drow Ranger,Meepo,Spirit Breaker,Phantom Assassin,Io,Ursa,Shadow Fiend
6374252708,2031,0,51,20,,Ogre Magi,Centaur Warrunner,Sniper,Crystal Maiden,Chaos Knight,Dark Willow,Sand King,Troll Warlord,Enchantress,Riki
6374252717,1928,0,43,21,,Earth Spirit,Crystal Maiden,Juggernaut,Treant Protector,Sniper,Invoker,Alchemist,Earthshaker,Sand King,Faceless Void
6374252807,3439,0,42,44,,Weaver,Witch Doctor,Tiny,Necrophos,Troll Warlord,Mirana,Pugna,Drow Ranger,Silencer,Sven
6374253814,2619,0,42,17,,Lina,Techies,Monkey King,Viper,Windranger,Lich,Bristleback,Arc Warden,Phoenix,Juggernaut
6374253815,2873,0,38,23,,Puck,Void Spirit,Bristleback,Dragon Knight,Magnus,Abaddon,Jakiro,Sniper,Alchemist,Spirit Breaker
6374253816,1944,0,52,33,,Venomancer,Dawnbreaker,Lich,Silencer,Luna,Pudge,Witch Doctor,Invoker,Axe,Drow Ranger
6374253901,1789,1,25,42,,Tidehunter,Disruptor,Wraith King,Skywrath Mage,Shadow Fiend,Shadow Shaman,Hoodwink,Storm Spirit,Mars,Luna
6374253905,2559,1,26,44,,Winter Wyvern,Dazzle,Razor,Puck,Anti-Mage,Outworld Devourer,Disruptor,Shadow Fiend,Sand King,Kunkka
6374253915,2032,0,41,30,,Ancient Apparition,Ogre Magi,Dark Seer,Necrophos,Morphling,Pudge,Omniknight,Broodmother,Invoker,Spectre
6374253919,2735,0,50,39,,Earth Spirit,Venomancer,Marci,Phantom Lancer,Pangolier,Io,Ogre Magi,Windranger,Tidehunter,Zeus
6374254902,1636,0,29,12,,Pudge,Templar Assassin,Earthshaker,Slark,Centaur Warrunner,Spectre,Magnus,Windranger,Silencer,Mirana
6374254909,2485,0,35,31,,Ogre Magi,Rubick,Bristleback,Wraith King,Morphling,Pudge,Weaver,Beastmaster,Troll Warlord,Lina
6374254914,2137,0,60,34,,Hoodwink,Jakiro,Slardar,Phantom Lancer,Void Spirit,Queen of Pain,Wraith King,Lina,Snapfire,Leshrac
6374255009,1971,1,16,35,,Ogre Magi,Outworld Devourer,Mirana,Faceless Void,Sniper,Hoodwink,Marci,Invoker,Kunkka,Wraith King
6374255012,2274,0,49,33,,Spirit Breaker,Queen of Pain,Juggernaut,Bristleback,Lion,Marci,Nyx Assassin,Slark,Necrophos,Pugna
6374255013,3212,0,61,50,,Vengeful Spirit,Invoker,Clinkz,Spirit Breaker,Pangolier,Pudge,Tusk,Zeus,Phantom Assassin,Shadow Fiend
6374255018,1929,1,20,28,,Pudge,Tidehunter,Enchantress,Sniper,Shadow Fiend,Hoodwink,Puck,Templar Assassin,Slardar,Spectre
6374255703,2642,0,48,38,,Pudge,Spirit Breaker,Jakiro,Morphling,Clinkz,Shadow Shaman,Earthshaker,Puck,Sven,Necrophos
6374255705,1887,0,51,15,,Dawnbreaker,Lion,Queen of Pain,Magnus,Slark,Pudge,Tusk,Phantom Assassin,Jakiro,Underlord
6374255708,2668,0,53,29,,Ogre Magi,Void Spirit,Axe,Shadow Shaman,Anti-Mage,Techies,Timbersaw,Luna,Skywrath Mage,Legion Commander
6374255712,2023,0,29,8,,Zeus,Spectre,Legion Commander,Silencer,Wraith King,Bristleback,Vengeful Spirit,Lifestealer,Nature's Prophet,Alchemist
6374255811,3128,0,47,63,,Alchemist,Keeper of the Light,Faceless Void,Night Stalker,Gyrocopter,Morphling,Bristleback,Huskar,Viper,Troll Warlord
6374255812,432,0,5,5,,Dazzle,Arc Warden,Wraith King,Omniknight,Drow Ranger,Tidehunter,Slardar,Visage,Meepo,Broodmother
6374255819,2063,1,29,44,,Earth Spirit,Centaur Warrunner,Winter Wyvern,Ursa,Visage,Jakiro,Legion Commander,Huskar,Juggernaut,Outworld Devourer
6374255901,2741,1,35,41,,Puck,Silencer,Tiny,Anti-Mage,Lion,Sniper,Vengeful Spirit,Techies,Pugna,Bloodseeker
6374256610,3962,0,50,57,,Earth Spirit,Jakiro,Centaur Warrunner,Puck,Slark,Witch Doctor,Weaver,Axe,Medusa,Ogre Magi
6374256614,4049,0,61,55,,Ogre Magi,Bristleback,Mirana,Dragon Knight,Slark,Techies,Rubick,Kunkka,Drow Ranger,Luna
6374256615,2655,0,69,30,,Outworld Devourer,Spirit Breaker,Venomancer,Witch Doctor,Drow Ranger,Ogre Magi,Lich,Bristleback,Terrorblade,Dark Willow
6374256703,2005,0,35,30,,Lion,Windranger,Monkey King,Pudge,Ember Spirit,Earth Spirit,Bane,Magnus,Spirit Breaker,Luna
6374256704,1752,0,47,18,,Ember Spirit,Bane,Phantom Lancer,Nature's Prophet,Snapfire,Wraith King,Io,Spirit Breaker,Outworld Devourer,Ogre Magi
6374256705,2696,0,53,43,,Lich,Mars,Rubick,Chaos Knight,Void Spirit,Ancient Apparition,Treant Protector,Timbersaw,Terrorblade,Lina
6374256707,3285,1,42,54,,Rubick,Ogre Magi,Night Stalker,Spectre,Queen of Pain,Hoodwink,Vengeful Spirit,Snapfire,Faceless Void,Invoker
6374256709,3230,1,38,54,,Morphling,Outworld Devourer,Pudge,Gyrocopter,Ancient Apparition,Ogre Magi,Techies,Queen of Pain,Riki,Phantom Lancer
6374256716,2485,0,52,28,,Pudge,Zeus,Queen of Pain,Phantom Assassin,Jakiro,Mirana,Marci,Void Spirit,Juggernaut,Windranger
6374256805,2414,1,29,59,,Enchantress,Sand King,Clockwerk,Faceless Void,Marci,Witch Doctor,Dragon Knight,Skywrath Mage,Phoenix,Juggernaut
6374257414,2797,0,47,29,,Mirana,Pudge,Winter Wyvern,Shadow Fiend,Weaver,Vengeful Spirit,Spirit Breaker,Terrorblade,Shadow Demon,Night Stalker
6374257419,2179,1,42,38,,Legion Commander,Ogre Magi,Venomancer,Morphling,Terrorblade,Pudge,Witch Doctor,Keeper of the Light,Wraith King,Silencer
6374257503,1832,1,20,42,,Venomancer,Disruptor,Luna,Bristleback,Storm Spirit,Weaver,Wraith King,Sand King,Crystal Maiden,Windranger
6374257511,2452,1,27,50,,Snapfire,Earthshaker,Spectre,Zeus,Sand King,Pudge,Vengeful Spirit,Lifestealer,Outworld Devourer,Riki
6374257513,2670,1,45,53,,Nyx Assassin,Bane,Phantom Lancer,Axe,Queen of Pain,Venomancer,Winter Wyvern,Huskar,Windranger,Drow Ranger
6374257514,2024,0,40,14,,Windranger,Sand King,Rubick,Legion Commander,Juggernaut,Spirit Breaker,Gyrocopter,Axe,Anti-Mage,Pangolier
6374258205,1941,0,49,30,,Grimstroke,Riki,Venomancer,Lina,Queen of Pain,Legion Commander,Crystal Maiden,Dazzle,Void Spirit,Ember Spirit
6374258209,2247,0,40,29,,Warlock,Shadow Demon,Phantom Assassin,Shadow Fiend,Viper,Pudge,Spirit Breaker,Arc Warden,Bounty Hunter,Monkey King
6374258210,2057,1,19,42,,Bounty Hunter,Nature's Prophet,Lycan,Invoker,Wraith King,Witch Doctor,Shadow Demon,Night Stalker,Phantom Assassin,Sniper
6374258219,1978,1,30,48,,Skywrath Mage,Jakiro,Viper,Drow Ranger,Zeus,Bounty Hunter,Shadow Shaman,Sniper,Doom,Razor
6374258302,2068,1,34,40,,Legion Commander,Shadow Shaman,Undying,Sniper,Faceless Void,Tusk,Invoker,Dragon Knight,Ursa,Windranger
6374258312,2515,0,48,33,,Lion,Ogre Magi,Dawnbreaker,Sniper,Phantom Assassin,Viper,Marci,Lina,Alchemist,Storm Spirit
6374258314,3868,1,61,61,,Tinker,Shadow Shaman,Pudge,Underlord,Spectre,Lion,Sniper,Mars,Queen of Pain,Anti-Mage
6374258317,2243,1,13,46,,Treant Protector,Nyx Assassin,Outworld Devourer,Kunkka,Phantom Assassin,Lion,Weaver,Clinkz,Sniper,Invoker
6374259002,2277,0,37,28,,Queen of Pain,Snapfire,Earthshaker,Lifestealer,Shadow Fiend,Ogre Magi,Treant Protector,Puck,Anti-Mage,Visage
6374259014,2235,1,32,49,,Spirit Breaker,Bristleback,Queen of Pain,Treant Protector,Marci,Snapfire,Mars,Monkey King,Crystal Maiden,Shadow Fiend
6374259016,2145,0,46,27,,Dragon Knight,Outworld Devourer,Enigma,Faceless Void,Snapfire,Pudge,Nyx Assassin,Sniper,Undying,Tiny
6374259017,2389,1,26,37,,Phoenix,Techies,Alchemist,Disruptor,Templar Assassin,Shadow Shaman,Ogre Magi,Grimstroke,Rubick,Clinkz
6374259018,2271,1,16,39,,Abaddon,Skywrath Mage,Phantom Assassin,Treant Protector,Sniper,Ogre Magi,Grimstroke,Lycan,Outworld Devourer,Medusa
6374259119,2233,0,43,21,,Dark Seer,Windranger,Wraith King,Huskar,Void Spirit,Necrophos,Treant Protector,Earthshaker,Nature's Prophet,Viper
6374260805,3133,0,50,42,,Spirit Breaker,Techies,Faceless Void,Windranger,Morphling,Witch Doctor,Invoker,Juggernaut,Magnus,Viper
6374260808,2006,1,23,27,,Queen of Pain,Weaver,Spirit Breaker,Dazzle,Terrorblade,Hoodwink,Ancient Apparition,Undying,Dawnbreaker,Invoker
6374260811,1725,1,18,42,,Clockwerk,Disruptor,Spectre,Grimstroke,Anti-Mage,Pudge,Tidehunter,Queen of Pain,Chaos Knight,Ogre Magi
6374261606,2718,0,52,30,,Rubick,Lion,Night Stalker,Outworld Devourer,Slark,Treant Protector,Nyx Assassin,Axe,Shadow Fiend,Anti-Mage
6374261607,3991,0,61,62,,Snapfire,Lion,Monkey King,Rubick,Bloodseeker,Pudge,Jakiro,Queen of Pain,Axe,Sniper
6374261619,1862,1,21,36,,Pudge,Spirit Breaker,Phantom Lancer,Tinker,Doom,Drow Ranger,Bloodseeker,Rubick,Juggernaut,Axe
6374261703,2082,1,29,36,,Snapfire,Shadow Fiend,Dazzle,Tiny,Ursa,Silencer,Outworld Devourer,Anti-Mage,Spirit Breaker,Void Spirit
6374261713,3084,0,52,32,,Treant Protector,Shadow Shaman,Timbersaw,Terrorblade,Invoker,Grimstroke,Lion,Bristleback,Juggernaut,Tinker
6374261714,2346,1,33,56,,Jakiro,Pudge,Tusk,Faceless Void,Puck,Weaver,Ogre Magi,Timbersaw,Invoker,Abaddon
6374261716,1821,1,14,39,,Shadow Fiend,Pudge,Gyrocopter,Necrophos,Warlock,Witch Doctor,Centaur Warrunner,Lich,Ember Spirit,Morphling
6374261717,2114,0,48,32,,Lion,Ursa,Marci,Juggernaut,Shadow Fiend,Hoodwink,Treant Protector,Legion Commander,Phantom Assassin,Sniper
6374262503,1991,0,37,34,,Earth Spirit,Skywrath Mage,Beastmaster,Wraith King,Kunkka,Tusk,Shadow Shaman,Gyrocopter,Ursa,Invoker
6374262505,1942,0,40,33,,Pudge,Sand King,Rubick,Brewmaster,Wraith King,Warlock,Bounty Hunter,Timbersaw,Anti-Mage,Shadow Fiend
6374262506,3656,1,50,44,,Enigma,Vengeful Spirit,Wraith King,Windranger,Ursa,Legion Commander,Witch Doctor,Rubick,Luna,Queen of Pain
6374262514,1917,0,57,22,,Marci,Void Spirit,Bane,Monkey King,Anti-Mage,Treant Protector,Windranger,Tinker,Pangolier,Phantom Assassin
6374262518,2592,0,43,45,,Death Prophet,Lion,Centaur Warrunner,Faceless Void,Ogre Magi,Earthshaker,Disruptor,Void Spirit,Rubick,Phantom Assassin
6374262611,2784,1,21,54,,Zeus,Legion Commander,Lion,Riki,Windranger,Sniper,Keeper of the Light,Outworld Devourer,Huskar,Bristleback
6374262618,1974,1,24,45,,Pudge,Vengeful Spirit,Earthshaker,Anti-Mage,Tinker,Windranger,Ogre Magi,Enigma,Queen of Pain,Faceless Void
6374262619,2304,1,26,33,,Jakiro,Queen of Pain,Abaddon,Lina,Huskar,Keeper of the Light,Tusk,Death Prophet,Anti-Mage,Windranger
6374263600,2196,1,28,33,,Shadow Shaman,Mirana,Timbersaw,Faceless Void,Invoker,Pudge,Kunkka,Hoodwink,Ogre Magi,Ursa
6374263601,2545,1,38,46,,Treant Protector,Winter Wyvern,Kunkka,Drow Ranger,Void Spirit,Elder Titan,Rubick,Sand King,Sniper,Phantom Assassin
6374263604,1439,0,27,6,,Crystal Maiden,Io,Lifestealer,Zeus,Wraith King,Skywrath Mage,Disruptor,Anti-Mage,Legion Commander,Tinker
6374263605,2661,0,59,33,,Storm Spirit,Winter Wyvern,Witch Doctor,Phantom Lancer,Elder Titan,Windranger,Juggernaut,Morphling,Undying,Axe
6374263701,1764,0,34,17,,Treant Protector,Weaver,Terrorblade,Queen of Pain,Legion Commander,Pudge,Void Spirit,Anti-Mage,Lion,Morphling
6374263706,2765,1,17,36,,Lich,Spirit Breaker,Sand King,Medusa,Spectre,Lion,Sniper,Drow Ranger,Ogre Magi,Timbersaw
6374263708,2659,0,47,45,,Silencer,Spectre,Pudge,Death Prophet,Alchemist,Razor,Spirit Breaker,Sven,Windranger,Zeus
6374264306,2359,1,40,49,,Lich,Jakiro,Enigma,Medusa,Templar Assassin,Witch Doctor,Slark,Huskar,Puck,Luna
6374264308,1584,0,47,26,,Juggernaut,Silencer,Spirit Breaker,Huskar,Ursa,Pudge,Jakiro,Dragon Knight,Phantom Assassin,Techies
6374264311,2980,1,36,51,,Windranger,Silencer,Anti-Mage,Broodmother,Legion Commander,Brewmaster,Tusk,Sniper,Abaddon,Phantom Lancer
6374264312,2498,1,37,45,,Queen of Pain,Spirit Breaker,Lion,Terrorblade,Earthshaker,Skywrath Mage,Anti-Mage,Tidehunter,Ember Spirit,Gyrocopter
6374264313,1667,1,12,37,,Lion,Dark Willow,Luna,Centaur Warrunner,Ember Spirit,Crystal Maiden,Tiny,Mars,Void Spirit,Gyrocopter
6374264314,1943,0,46,25,,Silencer,Void Spirit,Puck,Timbersaw,Lifestealer,Weaver,Crystal Maiden,Axe,Phantom Assassin,Marci
6374264405,2447,1,36,46,,Dazzle,Gyrocopter,Alchemist,Tinker,Morphling,Hoodwink,Earth Spirit,Spirit Breaker,Drow Ranger,Broodmother
6374264410,2192,0,43,26,,Phantom Assassin,Shadow Shaman,Spirit Breaker,Skywrath Mage,Ember Spirit,Ogre Magi,Tinker,Lina,Alchemist,Anti-Mage
6374264416,3950,0,64,38,,Techies,Mars,Magnus,Troll Warlord,Kunkka,Witch Doctor,Bounty Hunter,Timbersaw,Medusa,Storm Spirit
6374265308,2363,1,13,40,,Pudge,Naga Siren,Ancient Apparition,Gyrocopter,Shadow Fiend,Nature's Prophet,Invoker,Sand King,Luna,Chen
6374265312,1775,0,54,36,,Warlock,Dazzle,Sand King,Shadow Fiend,Anti-Mage,Ancient Apparition,Skywrath Mage,Undying,Razor,Ember Spirit
6374265313,1911,0,44,33,,Crystal Maiden,Razor,Grimstroke,Lone Druid,Legion Commander,Shadow Shaman,Night Stalker,Nyx Assassin,Death Prophet,Anti-Mage
6374265316,3761,0,44,54,,Lion,Mirana,Anti-Mage,Pangolier,Windranger,Pudge,Invoker,Witch Doctor,Weaver,Ogre Magi
6374265317,2274,1,40,26,,Rubick,Pudge,Bounty Hunter,Medusa,Weaver,Techies,Jakiro,Shadow Fiend,Morphling,Axe
6374265319,3053,0,51,42,,Necrophos,Undying,Marci,Wraith King,Jakiro,Centaur Warrunner,Leshrac,Medusa,Phantom Assassin,Vengeful Spirit
6374265402,2026,0,56,37,,Lion,Pudge,Earthshaker,Crystal Maiden,Naga Siren,Earth Spirit,Bounty Hunter,Timbersaw,Faceless Void,Tinker
6374265418,2892,1,43,59,,Shadow Shaman,Huskar,Ancient Apparition,Centaur Warrunner,Winter Wyvern,Lion,Juggernaut,Windranger,Snapfire,Lifestealer
6374265500,2152,0,37,40,,Ancient Apparition,Sniper,Drow Ranger,Earth Spirit,Medusa,Vengeful Spirit,Sand King,Grimstroke,Storm Spirit,Sven
6374266105,2262,0,40,32,,Shadow Shaman,Dark Seer,Centaur Warrunner,Weaver,Kunkka,Mars,Skywrath Mage,Windranger,Luna,Spirit Breaker
6374266106,2587,0,52,32,,Disruptor,Lion,Juggernaut,Timbersaw,Io,Venomancer,Legion Commander,Earth Spirit,Phantom Assassin,Outworld Devourer
6374266107,1539,1,13,29,,Crystal Maiden,Outworld Devourer,Grimstroke,Faceless Void,Huskar,Treant Protector,Zeus,Anti-Mage,Axe,Shadow Fiend
6374266108,2574,0,47,18,,Dazzle,Alchemist,Spectre,Silencer,Underlord,Ember Spirit,Pudge,Faceless Void,Magnus,Venomancer
