hid1,hid2,hero1,hero2,win_no,lose_no,game_no,win_rate
25,52,Lina,Leshrac,0.0,3.0,3.0,0.0
89,105,Naga Siren,Techies,0.0,1.0,1.0,0.0
89,106,Naga Siren,Ember Spirit,0.0,1.0,1.0,0.0
25,51,Lina,Clockwerk,0.0,2.0,2.0,0.0
25,38,Lina,Beastmaster,0.0,1.0,1.0,0.0
89,119,Naga Siren,Dark Willow,0.0,2.0,2.0,0.0
23,135,Kunkka,Dawnbreaker,0.0,2.0,2.0,0.0
23,111,Kunkka,Oracle,0.0,3.0,3.0,0.0
16,53,Sand King,Nature's Prophet,0.0,2.0,2.0,0.0
69,94,Doom,Medusa,0.0,1.0,1.0,0.0
16,47,Sand King,Viper,0.0,2.0,2.0,0.0
108,109,Underlord,Terrorblade,0.0,1.0,1.0,0.0
4,96,Bloodseeker,Centaur Warrunner,0.0,1.0,1.0,0.0
4,102,Bloodseeker,Abaddon,0.0,1.0,1.0,0.0
108,113,Underlord,Arc Warden,0.0,1.0,1.0,0.0
4,103,Bloodseeker,Elder Titan,0.0,1.0,1.0,0.0
4,106,Bloodseeker,Ember Spirit,0.0,2.0,2.0,0.0
108,110,Underlord,Phoenix,0.0,1.0,1.0,0.0
4,120,Bloodseeker,Pangolier,0.0,2.0,2.0,0.0
4,95,Bloodseeker,Troll Warlord,0.0,2.0,2.0,0.0
107,128,Earth Spirit,Snapfire,0.0,2.0,2.0,0.0
4,135,Bloodseeker,Dawnbreaker,0.0,3.0,3.0,0.0
4,136,Bloodseeker,Marci,0.0,4.0,4.0,0.0
107,121,Earth Spirit,Grimstroke,0.0,1.0,1.0,0.0
5,20,Crystal Maiden,Vengeful Spirit,0.0,1.0,1.0,0.0
107,114,Earth Spirit,Monkey King,0.0,1.0,1.0,0.0
108,120,Underlord,Pangolier,0.0,1.0,1.0,0.0
4,90,Bloodseeker,Keeper of the Light,0.0,2.0,2.0,0.0
4,40,Bloodseeker,Venomancer,0.0,1.0,1.0,0.0
4,73,Bloodseeker,Alchemist,0.0,1.0,1.0,0.0
110,112,Phoenix,Winter Wyvern,0.0,2.0,2.0,0.0
109,135,Terrorblade,Dawnbreaker,0.0,1.0,1.0,0.0
4,46,Bloodseeker,Templar Assassin,0.0,1.0,1.0,0.0
4,47,Bloodseeker,Viper,0.0,3.0,3.0,0.0
4,56,Bloodseeker,Clinkz,0.0,2.0,2.0,0.0
4,60,Bloodseeker,Night Stalker,0.0,2.0,2.0,0.0
109,119,Terrorblade,Dark Willow,0.0,3.0,3.0,0.0
4,89,Bloodseeker,Naga Siren,0.0,1.0,1.0,0.0
109,112,Terrorblade,Winter Wyvern,0.0,2.0,2.0,0.0
109,111,Terrorblade,Oracle,0.0,1.0,1.0,0.0
4,76,Bloodseeker,Outworld Devourer,0.0,4.0,4.0,0.0
4,80,Bloodseeker,Lone Druid,0.0,1.0,1.0,0.0
4,81,Bloodseeker,Chaos Knight,0.0,1.0,1.0,0.0
4,83,Bloodseeker,Treant Protector,0.0,3.0,3.0,0.0
5,23,Crystal Maiden,Kunkka,0.0,4.0,4.0,0.0
5,33,Crystal Maiden,Enigma,0.0,3.0,3.0,0.0
107,109,Earth Spirit,Terrorblade,0.0,1.0,1.0,0.0
105,108,Techies,Underlord,0.0,1.0,1.0,0.0
105,120,Techies,Pangolier,0.0,1.0,1.0,0.0
6,67,Drow Ranger,Spectre,0.0,3.0,3.0,0.0
6,92,Drow Ranger,Visage,0.0,1.0,1.0,0.0
105,113,Techies,Arc Warden,0.0,2.0,2.0,0.0
105,112,Techies,Winter Wyvern,0.0,3.0,3.0,0.0
6,95,Drow Ranger,Troll Warlord,0.0,2.0,2.0,0.0
6,103,Drow Ranger,Elder Titan,0.0,2.0,2.0,0.0
5,46,Crystal Maiden,Templar Assassin,0.0,3.0,3.0,0.0
6,106,Drow Ranger,Ember Spirit,0.0,7.0,7.0,0.0
6,109,Drow Ranger,Terrorblade,0.0,2.0,2.0,0.0
7,19,Earthshaker,Tiny,0.0,1.0,1.0,0.0
7,31,Earthshaker,Lich,0.0,3.0,3.0,0.0
7,38,Earthshaker,Beastmaster,0.0,1.0,1.0,0.0
7,51,Earthshaker,Clockwerk,0.0,2.0,2.0,0.0
6,66,Drow Ranger,Chen,0.0,1.0,1.0,0.0
105,123,Techies,Hoodwink,0.0,2.0,2.0,0.0
6,65,Drow Ranger,Batrider,0.0,3.0,3.0,0.0
6,61,Drow Ranger,Broodmother,0.0,2.0,2.0,0.0
105,135,Techies,Dawnbreaker,0.0,1.0,1.0,0.0
6,58,Drow Ranger,Enchantress,0.0,2.0,2.0,0.0
106,108,Ember Spirit,Underlord,0.0,1.0,1.0,0.0
6,32,Drow Ranger,Riki,0.0,4.0,4.0,0.0
106,111,Ember Spirit,Oracle,0.0,1.0,1.0,0.0
5,113,Crystal Maiden,Arc Warden,0.0,1.0,1.0,0.0
5,111,Crystal Maiden,Oracle,0.0,3.0,3.0,0.0
5,95,Crystal Maiden,Troll Warlord,0.0,2.0,2.0,0.0
5,92,Crystal Maiden,Visage,0.0,1.0,1.0,0.0
5,82,Crystal Maiden,Meepo,0.0,1.0,1.0,0.0
5,66,Crystal Maiden,Chen,0.0,1.0,1.0,0.0
5,57,Crystal Maiden,Omniknight,0.0,1.0,1.0,0.0
5,50,Crystal Maiden,Dazzle,0.0,2.0,2.0,0.0
4,42,Bloodseeker,Wraith King,0.0,2.0,2.0,0.0
4,19,Bloodseeker,Tiny,0.0,1.0,1.0,0.0
16,36,Sand King,Necrophos,0.0,6.0,6.0,0.0
2,99,Axe,Bristleback,0.0,2.0,2.0,0.0
2,55,Axe,Dark Seer,0.0,2.0,2.0,0.0
2,57,Axe,Omniknight,0.0,1.0,1.0,0.0
2,69,Axe,Doom,0.0,1.0,1.0,0.0
2,73,Axe,Alchemist,0.0,2.0,2.0,0.0
2,90,Axe,Keeper of the Light,0.0,3.0,3.0,0.0
2,92,Axe,Visage,0.0,1.0,1.0,0.0
2,102,Axe,Abaddon,0.0,2.0,2.0,0.0
120,129,Pangolier,Mars,0.0,2.0,2.0,0.0
119,121,Dark Willow,Grimstroke,0.0,1.0,1.0,0.0
2,103,Axe,Elder Titan,0.0,1.0,1.0,0.0
2,113,Axe,Arc Warden,0.0,4.0,4.0,0.0
3,4,Bane,Bloodseeker,0.0,2.0,2.0,0.0
3,6,Bane,Drow Ranger,0.0,7.0,7.0,0.0
3,7,Bane,Earthshaker,0.0,2.0,2.0,0.0
2,52,Axe,Leshrac,0.0,2.0,2.0,0.0
120,135,Pangolier,Dawnbreaker,0.0,1.0,1.0,0.0
4,17,Bloodseeker,Storm Spirit,0.0,3.0,3.0,0.0
1,91,Anti-Mage,Io,0.0,2.0,2.0,0.0
1,45,Anti-Mage,Pugna,0.0,5.0,5.0,0.0
1,66,Anti-Mage,Chen,0.0,1.0,1.0,0.0
1,72,Anti-Mage,Gyrocopter,0.0,3.0,3.0,0.0
1,73,Anti-Mage,Alchemist,0.0,3.0,3.0,0.0
1,80,Anti-Mage,Lone Druid,0.0,1.0,1.0,0.0
1,81,Anti-Mage,Chaos Knight,0.0,3.0,3.0,0.0
123,136,Hoodwink,Marci,0.0,2.0,2.0,0.0
2,49,Axe,Dragon Knight,0.0,2.0,2.0,0.0
123,135,Hoodwink,Dawnbreaker,0.0,2.0,2.0,0.0
1,92,Anti-Mage,Visage,0.0,2.0,2.0,0.0
1,94,Anti-Mage,Medusa,0.0,1.0,1.0,0.0
2,19,Axe,Tiny,0.0,1.0,1.0,0.0
2,20,Axe,Vengeful Spirit,0.0,2.0,2.0,0.0
2,38,Axe,Beastmaster,0.0,1.0,1.0,0.0
3,17,Bane,Storm Spirit,0.0,3.0,3.0,0.0
3,27,Bane,Shadow Shaman,0.0,4.0,4.0,0.0
3,28,Bane,Slardar,0.0,5.0,5.0,0.0
111,120,Oracle,Pangolier,0.0,2.0,2.0,0.0
3,75,Bane,Silencer,0.0,1.0,1.0,0.0
111,136,Oracle,Marci,0.0,3.0,3.0,0.0
111,135,Oracle,Dawnbreaker,0.0,1.0,1.0,0.0
3,81,Bane,Chaos Knight,0.0,2.0,2.0,0.0
111,128,Oracle,Snapfire,0.0,1.0,1.0,0.0
111,123,Oracle,Hoodwink,0.0,1.0,1.0,0.0
3,90,Bane,Keeper of the Light,0.0,1.0,1.0,0.0
3,30,Bane,Witch Doctor,0.0,2.0,2.0,0.0
3,91,Bane,Io,0.0,1.0,1.0,0.0
3,95,Bane,Troll Warlord,0.0,1.0,1.0,0.0
3,98,Bane,Timbersaw,0.0,3.0,3.0,0.0
3,102,Bane,Abaddon,0.0,1.0,1.0,0.0
3,108,Bane,Underlord,0.0,1.0,1.0,0.0
3,110,Bane,Phoenix,0.0,1.0,1.0,0.0
3,72,Bane,Gyrocopter,0.0,2.0,2.0,0.0
3,67,Bane,Spectre,0.0,2.0,2.0,0.0
112,120,Winter Wyvern,Pangolier,0.0,1.0,1.0,0.0
3,64,Bane,Jakiro,0.0,2.0,2.0,0.0
3,59,Bane,Huskar,0.0,3.0,3.0,0.0
3,58,Bane,Enchantress,0.0,1.0,1.0,0.0
3,57,Bane,Omniknight,0.0,1.0,1.0,0.0
3,52,Bane,Leshrac,0.0,1.0,1.0,0.0
3,51,Bane,Clockwerk,0.0,3.0,3.0,0.0
113,114,Arc Warden,Monkey King,0.0,3.0,3.0,0.0
3,49,Bane,Dragon Knight,0.0,1.0,1.0,0.0
3,45,Bane,Pugna,0.0,1.0,1.0,0.0
3,43,Bane,Death Prophet,0.0,1.0,1.0,0.0
3,36,Bane,Necrophos,0.0,2.0,2.0,0.0
3,31,Bane,Lich,0.0,1.0,1.0,0.0
113,128,Arc Warden,Snapfire,0.0,1.0,1.0,0.0
113,135,Arc Warden,Dawnbreaker,0.0,1.0,1.0,0.0
7,53,Earthshaker,Nature's Prophet,0.0,1.0,1.0,0.0
7,56,Earthshaker,Clinkz,0.0,2.0,2.0,0.0
7,57,Earthshaker,Omniknight,0.0,1.0,1.0,0.0
13,72,Puck,Gyrocopter,0.0,3.0,3.0,0.0
12,135,Phantom Lancer,Dawnbreaker,0.0,2.0,2.0,0.0
13,40,Puck,Venomancer,0.0,2.0,2.0,0.0
13,46,Puck,Templar Assassin,0.0,1.0,1.0,0.0
13,52,Puck,Leshrac,0.0,1.0,1.0,0.0
13,53,Puck,Nature's Prophet,0.0,2.0,2.0,0.0
13,65,Puck,Batrider,0.0,1.0,1.0,0.0
98,113,Timbersaw,Arc Warden,0.0,1.0,1.0,0.0
12,114,Phantom Lancer,Monkey King,0.0,1.0,1.0,0.0
13,76,Puck,Outworld Devourer,0.0,2.0,2.0,0.0
98,111,Timbersaw,Oracle,0.0,1.0,1.0,0.0
13,80,Puck,Lone Druid,0.0,1.0,1.0,0.0
13,81,Puck,Chaos Knight,0.0,6.0,6.0,0.0
98,108,Timbersaw,Underlord,0.0,1.0,1.0,0.0
98,107,Timbersaw,Earth Spirit,0.0,2.0,2.0,0.0
12,121,Phantom Lancer,Grimstroke,0.0,1.0,1.0,0.0
12,113,Phantom Lancer,Arc Warden,0.0,1.0,1.0,0.0
7,65,Earthshaker,Batrider,0.0,1.0,1.0,0.0
12,54,Phantom Lancer,Lifestealer,0.0,1.0,1.0,0.0
11,114,Shadow Fiend,Monkey King,0.0,3.0,3.0,0.0
12,20,Phantom Lancer,Vengeful Spirit,0.0,1.0,1.0,0.0
12,32,Phantom Lancer,Riki,0.0,2.0,2.0,0.0
99,113,Bristleback,Arc Warden,0.0,4.0,4.0,0.0
12,45,Phantom Lancer,Pugna,0.0,2.0,2.0,0.0
12,49,Phantom Lancer,Dragon Knight,0.0,1.0,1.0,0.0
12,58,Phantom Lancer,Enchantress,0.0,1.0,1.0,0.0
12,102,Phantom Lancer,Abaddon,0.0,1.0,1.0,0.0
12,65,Phantom Lancer,Batrider,0.0,1.0,1.0,0.0
12,82,Phantom Lancer,Meepo,0.0,1.0,1.0,0.0
12,87,Phantom Lancer,Disruptor,0.0,3.0,3.0,0.0
12,89,Phantom Lancer,Naga Siren,0.0,1.0,1.0,0.0
12,96,Phantom Lancer,Centaur Warrunner,0.0,1.0,1.0,0.0
12,97,Phantom Lancer,Magnus,0.0,2.0,2.0,0.0
13,89,Puck,Naga Siren,0.0,2.0,2.0,0.0
13,92,Puck,Visage,0.0,2.0,2.0,0.0
98,104,Timbersaw,Legion Commander,0.0,3.0,3.0,0.0
97,98,Magnus,Timbersaw,0.0,1.0,1.0,0.0
15,56,Razor,Clinkz,0.0,1.0,1.0,0.0
15,58,Razor,Enchantress,0.0,2.0,2.0,0.0
97,102,Magnus,Abaddon,0.0,2.0,2.0,0.0
15,59,Razor,Huskar,0.0,2.0,2.0,0.0
15,68,Razor,Ancient Apparition,0.0,1.0,1.0,0.0
15,79,Razor,Shadow Demon,0.0,1.0,1.0,0.0
15,83,Razor,Treant Protector,0.0,2.0,2.0,0.0
13,103,Puck,Elder Titan,0.0,2.0,2.0,0.0
15,85,Razor,Undying,0.0,2.0,2.0,0.0
15,91,Razor,Io,0.0,1.0,1.0,0.0
15,107,Razor,Earth Spirit,0.0,1.0,1.0,0.0
15,120,Razor,Pangolier,0.0,1.0,1.0,0.0
15,129,Razor,Mars,0.0,2.0,2.0,0.0
16,32,Sand King,Riki,0.0,3.0,3.0,0.0
15,51,Razor,Clockwerk,0.0,2.0,2.0,0.0
97,107,Magnus,Earth Spirit,0.0,2.0,2.0,0.0
15,49,Razor,Dragon Knight,0.0,2.0,2.0,0.0
97,111,Magnus,Oracle,0.0,1.0,1.0,0.0
97,113,Magnus,Arc Warden,0.0,2.0,2.0,0.0
29,92,Tidehunter,Visage,0.0,2.0,2.0,0.0
15,28,Razor,Slardar,0.0,2.0,2.0,0.0
15,23,Razor,Kunkka,0.0,1.0,1.0,0.0
15,17,Razor,Storm Spirit,0.0,3.0,3.0,0.0
14,80,Pudge,Lone Druid,0.0,1.0,1.0,0.0
14,66,Pudge,Chen,0.0,1.0,1.0,0.0
13,136,Puck,Marci,0.0,5.0,5.0,0.0
13,135,Puck,Dawnbreaker,0.0,1.0,1.0,0.0
97,136,Magnus,Marci,0.0,5.0,5.0,0.0
13,111,Puck,Oracle,0.0,3.0,3.0,0.0
13,108,Puck,Underlord,0.0,2.0,2.0,0.0
98,102,Timbersaw,Abaddon,0.0,3.0,3.0,0.0
11,106,Shadow Fiend,Ember Spirit,0.0,1.0,1.0,0.0
11,103,Shadow Fiend,Elder Titan,0.0,1.0,1.0,0.0
11,90,Shadow Fiend,Keeper of the Light,0.0,4.0,4.0,0.0
102,113,Abaddon,Arc Warden,0.0,1.0,1.0,0.0
8,89,Juggernaut,Naga Siren,0.0,1.0,1.0,0.0
102,128,Abaddon,Snapfire,0.0,3.0,3.0,0.0
8,92,Juggernaut,Visage,0.0,2.0,2.0,0.0
102,123,Abaddon,Hoodwink,0.0,3.0,3.0,0.0
8,93,Juggernaut,Slark,0.0,2.0,2.0,0.0
8,95,Juggernaut,Troll Warlord,0.0,1.0,1.0,0.0
102,112,Abaddon,Winter Wyvern,0.0,1.0,1.0,0.0
9,69,Mirana,Doom,0.0,1.0,1.0,0.0
102,110,Abaddon,Phoenix,0.0,3.0,3.0,0.0
102,109,Abaddon,Terrorblade,0.0,2.0,2.0,0.0
9,20,Mirana,Vengeful Spirit,0.0,1.0,1.0,0.0
102,105,Abaddon,Techies,0.0,2.0,2.0,0.0
9,56,Mirana,Clinkz,0.0,1.0,1.0,0.0
102,103,Abaddon,Elder Titan,0.0,1.0,1.0,0.0
102,135,Abaddon,Dawnbreaker,0.0,1.0,1.0,0.0
8,66,Juggernaut,Chen,0.0,1.0,1.0,0.0
8,65,Juggernaut,Batrider,0.0,2.0,2.0,0.0
8,48,Juggernaut,Luna,0.0,3.0,3.0,0.0
103,119,Elder Titan,Dark Willow,0.0,1.0,1.0,0.0
103,121,Elder Titan,Grimstroke,0.0,1.0,1.0,0.0
8,38,Juggernaut,Beastmaster,0.0,1.0,1.0,0.0
8,32,Juggernaut,Riki,0.0,2.0,2.0,0.0
103,128,Elder Titan,Snapfire,0.0,1.0,1.0,0.0
103,129,Elder Titan,Mars,0.0,2.0,2.0,0.0
8,10,Juggernaut,Morphling,0.0,4.0,4.0,0.0
7,98,Earthshaker,Timbersaw,0.0,4.0,4.0,0.0
104,107,Legion Commander,Earth Spirit,0.0,3.0,3.0,0.0
7,92,Earthshaker,Visage,0.0,1.0,1.0,0.0
7,91,Earthshaker,Io,0.0,1.0,1.0,0.0
7,68,Earthshaker,Ancient Apparition,0.0,2.0,2.0,0.0
104,111,Legion Commander,Oracle,0.0,2.0,2.0,0.0
9,57,Mirana,Omniknight,0.0,1.0,1.0,0.0
9,73,Mirana,Alchemist,0.0,4.0,4.0,0.0
11,73,Shadow Fiend,Alchemist,0.0,1.0,1.0,0.0
10,126,Morphling,Void Spirit,0.0,2.0,2.0,0.0
100,126,Tusk,Void Spirit,0.0,1.0,1.0,0.0
10,95,Morphling,Troll Warlord,0.0,1.0,1.0,0.0
10,103,Morphling,Elder Titan,0.0,2.0,2.0,0.0
10,106,Morphling,Ember Spirit,0.0,2.0,2.0,0.0
10,107,Morphling,Earth Spirit,0.0,2.0,2.0,0.0
10,112,Morphling,Winter Wyvern,0.0,2.0,2.0,0.0
100,108,Tusk,Underlord,0.0,1.0,1.0,0.0
9,89,Mirana,Naga Siren,0.0,1.0,1.0,0.0
11,20,Shadow Fiend,Vengeful Spirit,0.0,5.0,5.0,0.0
11,43,Shadow Fiend,Death Prophet,0.0,1.0,1.0,0.0
100,105,Tusk,Techies,0.0,1.0,1.0,0.0
11,46,Shadow Fiend,Templar Assassin,0.0,1.0,1.0,0.0
100,103,Tusk,Elder Titan,0.0,1.0,1.0,0.0
11,65,Shadow Fiend,Batrider,0.0,1.0,1.0,0.0
10,82,Morphling,Meepo,0.0,1.0,1.0,0.0
10,81,Morphling,Chaos Knight,0.0,1.0,1.0,0.0
10,58,Morphling,Enchantress,0.0,5.0,5.0,0.0
10,53,Morphling,Nature's Prophet,0.0,1.0,1.0,0.0
10,43,Morphling,Death Prophet,0.0,1.0,1.0,0.0
10,38,Morphling,Beastmaster,0.0,2.0,2.0,0.0
10,33,Morphling,Enigma,0.0,4.0,4.0,0.0
10,28,Morphling,Slardar,0.0,3.0,3.0,0.0
10,18,Morphling,Sven,0.0,2.0,2.0,0.0
101,109,Skywrath Mage,Terrorblade,0.0,2.0,2.0,0.0
101,110,Skywrath Mage,Phoenix,0.0,2.0,2.0,0.0
101,111,Skywrath Mage,Oracle,0.0,2.0,2.0,0.0
9,135,Mirana,Dawnbreaker,0.0,2.0,2.0,0.0
9,113,Mirana,Arc Warden,0.0,1.0,1.0,0.0
9,109,Mirana,Terrorblade,0.0,1.0,1.0,0.0
101,120,Skywrath Mage,Pangolier,0.0,1.0,1.0,0.0
9,102,Mirana,Abaddon,0.0,1.0,1.0,0.0
15,29,Razor,Tidehunter,0.0,4.0,4.0,0.0
30,110,Witch Doctor,Phoenix,0.0,1.0,1.0,0.0
29,103,Tidehunter,Elder Titan,0.0,1.0,1.0,0.0
54,80,Lifestealer,Lone Druid,0.0,2.0,2.0,0.0
53,113,Nature's Prophet,Arc Warden,0.0,1.0,1.0,0.0
53,119,Nature's Prophet,Dark Willow,0.0,2.0,2.0,0.0
53,121,Nature's Prophet,Grimstroke,0.0,3.0,3.0,0.0
53,136,Nature's Prophet,Marci,0.0,2.0,2.0,0.0
54,60,Lifestealer,Night Stalker,0.0,1.0,1.0,0.0
73,107,Alchemist,Earth Spirit,0.0,1.0,1.0,0.0
54,82,Lifestealer,Meepo,0.0,1.0,1.0,0.0
53,108,Nature's Prophet,Underlord,0.0,2.0,2.0,0.0
54,93,Lifestealer,Slark,0.0,1.0,1.0,0.0
54,94,Lifestealer,Medusa,0.0,4.0,4.0,0.0
73,101,Alchemist,Skywrath Mage,0.0,1.0,1.0,0.0
54,95,Lifestealer,Troll Warlord,0.0,1.0,1.0,0.0
54,97,Lifestealer,Magnus,0.0,2.0,2.0,0.0
54,102,Lifestealer,Abaddon,0.0,2.0,2.0,0.0
53,111,Nature's Prophet,Oracle,0.0,1.0,1.0,0.0
53,107,Nature's Prophet,Earth Spirit,0.0,1.0,1.0,0.0
73,94,Alchemist,Medusa,0.0,2.0,2.0,0.0
53,71,Nature's Prophet,Spirit Breaker,0.0,3.0,3.0,0.0
53,58,Nature's Prophet,Enchantress,0.0,1.0,1.0,0.0
53,60,Nature's Prophet,Night Stalker,0.0,2.0,2.0,0.0
53,66,Nature's Prophet,Chen,0.0,2.0,2.0,0.0
53,68,Nature's Prophet,Ancient Apparition,0.0,1.0,1.0,0.0
53,69,Nature's Prophet,Doom,0.0,1.0,1.0,0.0
53,70,Nature's Prophet,Ursa,0.0,4.0,4.0,0.0
53,72,Nature's Prophet,Gyrocopter,0.0,1.0,1.0,0.0
53,102,Nature's Prophet,Abaddon,0.0,1.0,1.0,0.0
53,73,Nature's Prophet,Alchemist,0.0,5.0,5.0,0.0
53,75,Nature's Prophet,Silencer,0.0,4.0,4.0,0.0
53,79,Nature's Prophet,Shadow Demon,0.0,1.0,1.0,0.0
53,82,Nature's Prophet,Meepo,0.0,1.0,1.0,0.0
53,96,Nature's Prophet,Centaur Warrunner,0.0,1.0,1.0,0.0
53,100,Nature's Prophet,Tusk,0.0,3.0,3.0,0.0
54,105,Lifestealer,Techies,0.0,5.0,5.0,0.0
54,109,Lifestealer,Terrorblade,0.0,1.0,1.0,0.0
52,136,Leshrac,Marci,0.0,1.0,1.0,0.0
56,111,Clinkz,Oracle,0.0,1.0,1.0,0.0
56,108,Clinkz,Underlord,0.0,1.0,1.0,0.0
72,120,Gyrocopter,Pangolier,0.0,2.0,2.0,0.0
56,110,Clinkz,Phoenix,0.0,1.0,1.0,0.0
72,114,Gyrocopter,Monkey King,0.0,1.0,1.0,0.0
72,113,Gyrocopter,Arc Warden,0.0,1.0,1.0,0.0
72,112,Gyrocopter,Winter Wyvern,0.0,1.0,1.0,0.0
56,121,Clinkz,Grimstroke,0.0,1.0,1.0,0.0
56,106,Clinkz,Ember Spirit,0.0,2.0,2.0,0.0
56,123,Clinkz,Hoodwink,0.0,2.0,2.0,0.0
56,126,Clinkz,Void Spirit,0.0,2.0,2.0,0.0
57,61,Omniknight,Broodmother,0.0,1.0,1.0,0.0
72,103,Gyrocopter,Elder Titan,0.0,1.0,1.0,0.0
57,67,Omniknight,Spectre,0.0,1.0,1.0,0.0
57,70,Omniknight,Ursa,0.0,1.0,1.0,0.0
72,126,Gyrocopter,Void Spirit,0.0,4.0,4.0,0.0
56,103,Clinkz,Elder Titan,0.0,1.0,1.0,0.0
55,56,Dark Seer,Clinkz,0.0,1.0,1.0,0.0
56,59,Clinkz,Huskar,0.0,1.0,1.0,0.0
55,89,Dark Seer,Naga Siren,0.0,1.0,1.0,0.0
55,90,Dark Seer,Keeper of the Light,0.0,1.0,1.0,0.0
55,100,Dark Seer,Tusk,0.0,1.0,1.0,0.0
55,104,Dark Seer,Legion Commander,0.0,2.0,2.0,0.0
55,111,Dark Seer,Oracle,0.0,1.0,1.0,0.0
56,58,Clinkz,Enchantress,0.0,1.0,1.0,0.0
56,67,Clinkz,Spectre,0.0,1.0,1.0,0.0
56,94,Clinkz,Medusa,0.0,1.0,1.0,0.0
56,68,Clinkz,Ancient Apparition,0.0,2.0,2.0,0.0
56,72,Clinkz,Gyrocopter,0.0,4.0,4.0,0.0
73,78,Alchemist,Brewmaster,0.0,1.0,1.0,0.0
56,81,Clinkz,Chaos Knight,0.0,1.0,1.0,0.0
56,88,Clinkz,Nyx Assassin,0.0,2.0,2.0,0.0
56,90,Clinkz,Keeper of the Light,0.0,1.0,1.0,0.0
53,57,Nature's Prophet,Omniknight,0.0,1.0,1.0,0.0
52,135,Leshrac,Dawnbreaker,0.0,1.0,1.0,0.0
46,107,Templar Assassin,Earth Spirit,0.0,1.0,1.0,0.0
49,68,Dragon Knight,Ancient Apparition,0.0,3.0,3.0,0.0
48,113,Luna,Arc Warden,0.0,2.0,2.0,0.0
49,50,Dragon Knight,Dazzle,0.0,4.0,4.0,0.0
49,51,Dragon Knight,Clockwerk,0.0,1.0,1.0,0.0
49,59,Dragon Knight,Huskar,0.0,3.0,3.0,0.0
49,67,Dragon Knight,Spectre,0.0,2.0,2.0,0.0
75,88,Silencer,Nyx Assassin,0.0,1.0,1.0,0.0
49,89,Dragon Knight,Naga Siren,0.0,1.0,1.0,0.0
48,90,Luna,Keeper of the Light,0.0,1.0,1.0,0.0
49,90,Dragon Knight,Keeper of the Light,0.0,1.0,1.0,0.0
49,98,Dragon Knight,Timbersaw,0.0,1.0,1.0,0.0
49,100,Dragon Knight,Tusk,0.0,2.0,2.0,0.0
49,102,Dragon Knight,Abaddon,0.0,3.0,3.0,0.0
49,103,Dragon Knight,Elder Titan,0.0,1.0,1.0,0.0
49,105,Dragon Knight,Techies,0.0,1.0,1.0,0.0
48,111,Luna,Oracle,0.0,3.0,3.0,0.0
48,79,Luna,Shadow Demon,0.0,5.0,5.0,0.0
75,78,Silencer,Brewmaster,0.0,1.0,1.0,0.0
47,81,Viper,Chaos Knight,0.0,1.0,1.0,0.0
46,135,Templar Assassin,Dawnbreaker,0.0,3.0,3.0,0.0
47,57,Viper,Omniknight,0.0,3.0,3.0,0.0
47,60,Viper,Night Stalker,0.0,1.0,1.0,0.0
47,65,Viper,Batrider,0.0,1.0,1.0,0.0
47,69,Viper,Doom,0.0,1.0,1.0,0.0
47,72,Viper,Gyrocopter,0.0,1.0,1.0,0.0
47,88,Viper,Nyx Assassin,0.0,1.0,1.0,0.0
48,69,Luna,Doom,0.0,6.0,6.0,0.0
47,89,Viper,Naga Siren,0.0,1.0,1.0,0.0
47,92,Viper,Visage,0.0,1.0,1.0,0.0
47,119,Viper,Dark Willow,0.0,4.0,4.0,0.0
48,49,Luna,Dragon Knight,0.0,2.0,2.0,0.0
48,52,Luna,Leshrac,0.0,1.0,1.0,0.0
48,58,Luna,Enchantress,0.0,2.0,2.0,0.0
49,111,Dragon Knight,Oracle,0.0,1.0,1.0,0.0
75,77,Silencer,Lycan,0.0,1.0,1.0,0.0
52,119,Leshrac,Dark Willow,0.0,1.0,1.0,0.0
52,87,Leshrac,Disruptor,0.0,2.0,2.0,0.0
51,126,Clockwerk,Void Spirit,0.0,4.0,4.0,0.0
51,135,Clockwerk,Dawnbreaker,0.0,1.0,1.0,0.0
52,59,Leshrac,Huskar,0.0,2.0,2.0,0.0
52,62,Leshrac,Bounty Hunter,0.0,2.0,2.0,0.0
52,64,Leshrac,Jakiro,0.0,1.0,1.0,0.0
52,76,Leshrac,Outworld Devourer,0.0,2.0,2.0,0.0
52,94,Leshrac,Medusa,0.0,2.0,2.0,0.0
51,112,Clockwerk,Winter Wyvern,0.0,2.0,2.0,0.0
52,96,Leshrac,Centaur Warrunner,0.0,2.0,2.0,0.0
52,97,Leshrac,Magnus,0.0,1.0,1.0,0.0
52,102,Leshrac,Abaddon,0.0,2.0,2.0,0.0
52,105,Leshrac,Techies,0.0,1.0,1.0,0.0
52,108,Leshrac,Underlord,0.0,1.0,1.0,0.0
52,111,Leshrac,Oracle,0.0,1.0,1.0,0.0
51,123,Clockwerk,Hoodwink,0.0,6.0,6.0,0.0
51,109,Clockwerk,Terrorblade,0.0,1.0,1.0,0.0
49,114,Dragon Knight,Monkey King,0.0,1.0,1.0,0.0
50,102,Dazzle,Abaddon,0.0,1.0,1.0,0.0
49,119,Dragon Knight,Dark Willow,0.0,1.0,1.0,0.0
49,120,Dragon Knight,Pangolier,0.0,1.0,1.0,0.0
49,123,Dragon Knight,Hoodwink,0.0,1.0,1.0,0.0
49,136,Dragon Knight,Marci,0.0,2.0,2.0,0.0
